AsAt,OccGroup,Score,n,maxsub,minsub
11/2024,1399 Other Specialist Managers,65,5,45621.50296655093,45030.88499027778
11/2024,1399 Other Specialist Managers,75,7,45594.84227114583,45328.590034837966
11/2024,1399 Other Specialist Managers,70,3,45604.9364974537,45253.660023344906
11/2024,1399 Other Specialist Managers,80,5,45583.445278935185,45530.63306774305
11/2024,1399 Other Specialist Managers,85,1,45536.98885879629,45536.98885879629
11/2024,2322 Cartographers and Surveyors,65,13,45622.04241415509,45443.57778622685
11/2024,2322 Cartographers and Surveyors,75,13,45609.73792638889,45216.50599586806
11/2024,2322 Cartographers and Surveyors,70,8,45604.7088528125,45280.86247743056
11/2024,2322 Cartographers and Surveyors,80,18,45618.94649108796,45027.70333148148
11/2024,2322 Cartographers and Surveyors,90,1,45199.59095309028,45199.59095309028
11/2024,2322 Cartographers and Surveyors,85,5,45582.47533371528,45166.817829548614
11/2024,2322 Cartographers and Surveyors,60,1,45229.30414251157,45229.30414251157
11/2024,2245 Land Economists and Valuers,65,3,45587.40961805556,45540.58881346065
11/2024,2245 Land Economists and Valuers,75,6,45546.571880752315,45079.96903769676
11/2024,2245 Land Economists and Valuers,70,3,45552.60409247685,45029.79281342593
11/2024,2245 Land Economists and Valuers,80,4,45593.74068318287,44984.76316883102
11/2024,2245 Land Economists and Valuers,90,1,45441.780329710644,45441.780329710644
11/2024,2245 Land Economists and Valuers,85,7,45619.42258109954,44958.53805332176
11/2024,2245 Land Economists and Valuers,60,1,45593.74610471065,45593.74610471065
11/2024,2336 Mining Engineers,65,29,45626.11323834491,45065.682225462966
11/2024,2336 Mining Engineers,75,16,45612.38507832176,45072.820863506946
11/2024,2336 Mining Engineers,70,17,45625.5289266551,45012.94010211805
11/2024,2336 Mining Engineers,80,12,45618.7135659375,44986.07059444445
11/2024,2336 Mining Engineers,90,1,45556.99096539352,45556.99096539352
11/2024,2336 Mining Engineers,85,7,45566.485046875,45273.44352581019
11/2024,2336 Mining Engineers,55,1,45538.291265775464,45538.291265775464
11/2024,2336 Mining Engineers,60,2,45584.843512418985,45148.67312762731
11/2024,2336 Mining Engineers,40,1,45540.584617245375,45540.584617245375
11/2024,2612 Multimedia Specialists and Web Developers,65,3,45607.64303888889,45541.72961180555
11/2024,2612 Multimedia Specialists and Web Developers,75,8,45614.555673877316,45191.72136258102
11/2024,2612 Multimedia Specialists and Web Developers,70,12,45626.04079702546,44915.611494675926
11/2024,2612 Multimedia Specialists and Web Developers,80,7,45618.71500517361,45037.633073530094
11/2024,2612 Multimedia Specialists and Web Developers,90,4,45625.65350054398,45390.73051646991
11/2024,2612 Multimedia Specialists and Web Developers,85,8,45607.767486145836,45296.94296261574
11/2024,2612 Multimedia Specialists and Web Developers,60,1,45127.63676736111,45127.63676736111
11/2024,3223 Structural Steel and Welding Trades Workers,65,23,45624.85955667824,45124.460675
11/2024,3223 Structural Steel and Welding Trades Workers,75,3,45615.680088078705,45236.59825940972
11/2024,3223 Structural Steel and Welding Trades Workers,70,12,45620.97277627315,45257.798724039356
11/2024,3223 Structural Steel and Welding Trades Workers,80,2,45608.68929001158,45604.6633971875
11/2024,3223 Structural Steel and Welding Trades Workers,60,4,45607.78892283565,45474.49465771991
11/2024,2349 Other Natural and Physical Science Professionals,65,4,45579.62784872685,45352.466177696755
11/2024,2349 Other Natural and Physical Science Professionals,75,10,45625.536258101856,45288.583458368055
11/2024,2349 Other Natural and Physical Science Professionals,70,3,45447.82522164352,45388.71410813657
11/2024,2349 Other Natural and Physical Science Professionals,80,3,45561.84724560185,45348.57672997685
11/2024,2349 Other Natural and Physical Science Professionals,95,1,45513.590466284724,45513.590466284724
11/2024,2349 Other Natural and Physical Science Professionals,85,5,45575.86913359954,45432.40450945602
11/2024,2349 Other Natural and Physical Science Professionals,60,1,45599.98215887732,45599.98215887732
11/2024,1331 Construction Managers,65,79,45623.458935497685,45102.79892248842
11/2024,1331 Construction Managers,75,19,45625.65268425926,45349.873085960644
11/2024,1331 Construction Managers,70,71,45624.73581909722,44959.164664780095
11/2024,1331 Construction Managers,80,17,45624.59077982639,45117.48745497685
11/2024,1331 Construction Managers,85,2,45622.96149864583,45612.14384042824
11/2024,1331 Construction Managers,55,7,45621.36152075231,45337.6089818287
11/2024,1331 Construction Managers,60,9,45610.6936871875,45295.84775347222
11/2024,1331 Construction Managers,50,3,45609.887985532405,45552.94338966435
11/2024,1331 Construction Managers,45,2,45608.99912850694,45607.322235381944
11/2024,2343 Environmental Scientists,65,11,45613.78964505787,44957.889691122684
11/2024,2343 Environmental Scientists,75,17,45587.70614383102,45032.92154930555
11/2024,2343 Environmental Scientists,70,15,45613.644900266205,45322.86261527778
11/2024,2343 Environmental Scientists,80,10,45622.6946215625,44978.91258417824
11/2024,2343 Environmental Scientists,95,2,45603.9764974537,45311.53666168982
11/2024,2343 Environmental Scientists,90,4,45423.64767037037,44994.682325
11/2024,2343 Environmental Scientists,85,17,45621.567502743055,45027.68128561343
11/2024,2343 Environmental Scientists,55,1,45620.658163622684,45620.658163622684
11/2024,2343 Environmental Scientists,60,1,45607.77221597222,45607.77221597222
11/2024,2343 Environmental Scientists,100,1,45469.63543376158,45469.63543376158
11/2024,2343 Environmental Scientists,45,1,45553.93614996527,45553.93614996527
11/2024,2711 Barristers,80,1,45613.69087604167,45613.69087604167
11/2024,2711 Barristers,85,1,45603.4515420949,45603.4515420949
11/2024,3132 Telecommunications Technical Specialists,65,26,45617.573662650466,45031.76848012731
11/2024,3132 Telecommunications Technical Specialists,75,21,45609.70369212963,44958.735990625
11/2024,3132 Telecommunications Technical Specialists,70,32,45605.587971030094,44915.00173642361
11/2024,3132 Telecommunications Technical Specialists,80,9,45623.503595636575,44946.51252175926
11/2024,3132 Telecommunications Technical Specialists,85,3,45427.63183067129,45001.708073263886
11/2024,3132 Telecommunications Technical Specialists,55,3,45621.609302199075,45170.88268758102
11/2024,3132 Telecommunications Technical Specialists,60,9,45604.750160497686,45446.86339371528
11/2024,3132 Telecommunications Technical Specialists,50,2,45537.76467152778,45532.70057450231
11/2024,3312 Carpenters and Joiners,65,75,45624.733409988425,45534.59823121528
11/2024,3312 Carpenters and Joiners,75,3,45600.75397346065,45558.76137523148
11/2024,3312 Carpenters and Joiners,70,21,45623.52153869213,45192.540331828706
11/2024,3312 Carpenters and Joiners,80,3,45618.63176921297,45603.53323734953
11/2024,3312 Carpenters and Joiners,85,1,45603.77316651621,45603.77316651621
11/2024,3312 Carpenters and Joiners,55,3,45602.43760420139,45309.55818364583
11/2024,3312 Carpenters and Joiners,60,7,45622.14399861111,45344.634086226855
11/2024,3312 Carpenters and Joiners,45,1,45560.94934290509,45560.94934290509
11/2024,2725 Social Workers,65,27,45624.51104290509,45264.81433028935
11/2024,2725 Social Workers,75,11,45626.64904505787,45385.74907939815
11/2024,2725 Social Workers,70,36,45620.12026299768,45334.51604768519
11/2024,2725 Social Workers,80,7,45623.44928043982,45271.56146103009
11/2024,2725 Social Workers,90,2,45614.81040960648,45614.73994575231
11/2024,2725 Social Workers,85,7,45625.443424537036,45604.89257758102
11/2024,2725 Social Workers,55,1,45593.78552893519,45593.78552893519
11/2024,2725 Social Workers,60,1,45587.56588483796,45587.56588483796
11/2024,3322 Painting Trades Workers,65,66,45618.7282829051,45037.4692971875
11/2024,3322 Painting Trades Workers,75,4,45624.787792013885,45582.68003179398
11/2024,3322 Painting Trades Workers,70,11,45625.81929684028,45544.542804895835
11/2024,3322 Painting Trades Workers,85,1,45603.709415474535,45603.709415474535
11/2024,3322 Painting Trades Workers,55,1,45566.34706211805,45566.34706211805
11/2024,3322 Painting Trades Workers,60,8,45615.576658645834,45537.76131886574
11/2024,3423 Electronics Trades Workers,65,9,45600.01937329861,45331.85513873843
11/2024,3423 Electronics Trades Workers,75,8,45581.78046550926,45004.85909363426
11/2024,3423 Electronics Trades Workers,70,11,45620.721519212966,45476.9919525463
11/2024,3423 Electronics Trades Workers,80,1,45181.72072804398,45181.72072804398
11/2024,3423 Electronics Trades Workers,85,1,45595.93412777778,45595.93412777778
11/2024,3423 Electronics Trades Workers,60,2,45572.86475925926,45543.795986655095
11/2024,2521 Chiropractors and Osteopaths,65,1,45593.47897149305,45593.47897149305
11/2024,2521 Chiropractors and Osteopaths,70,2,45588.7295321412,45515.58517160879
11/2024,3941 Cabinetmakers,65,5,45621.748871296295,45301.92741600695
11/2024,3941 Cabinetmakers,70,2,45611.76769594908,45603.863669212966
11/2024,3941 Cabinetmakers,55,1,45572.85610089121,45572.85610089121
11/2024,3941 Cabinetmakers,50,2,45607.86105540509,45558.917021030094
11/2024,2243 Economists,65,1,45574.995881863426,45574.995881863426
11/2024,2243 Economists,75,5,45622.30489652778,45350.75273738426
11/2024,2243 Economists,70,5,45621.75548298611,45096.738186724535
11/2024,2243 Economists,80,7,45624.60491177083,45145.70273017361
11/2024,2243 Economists,85,4,45623.7481096412,45198.574870219905
11/2024,2243 Economists,55,1,45602.7370599537,45602.7370599537
11/2024,2243 Economists,60,3,45491.82477369213,45464.59092407407
11/2024,3311 Bricklayers and Stonemasons,65,7,45606.969670335646,45540.79769166667
11/2024,3311 Bricklayers and Stonemasons,70,1,45603.50357025463,45603.50357025463
11/2024,3311 Bricklayers and Stonemasons,55,1,45621.81656056713,45621.81656056713
11/2024,3311 Bricklayers and Stonemasons,60,1,45465.01374841435,45465.01374841435
11/2024,3311 Bricklayers and Stonemasons,50,1,45621.80983075232,45621.80983075232
11/2024,1342 Health and Welfare Services Managers,65,6,45614.618830590276,45486.43276790509
11/2024,1342 Health and Welfare Services Managers,75,3,45623.54506458333,45441.97579482639
11/2024,1342 Health and Welfare Services Managers,70,2,45552.00662346065,45180.846182407404
11/2024,1342 Health and Welfare Services Managers,85,2,45551.82320277778,45540.58291412037
11/2024,2539 Other Medical Practitioners,65,4,45587.963722025466,45540.84889366898
11/2024,2539 Other Medical Practitioners,75,8,45624.915458414354,45558.74181258102
11/2024,2539 Other Medical Practitioners,70,15,45625.59928414352,45454.61024135417
11/2024,2539 Other Medical Practitioners,80,5,45613.04220188657,45481.63263344907
11/2024,2539 Other Medical Practitioners,95,1,45612.577577777774,45612.577577777774
11/2024,2539 Other Medical Practitioners,90,1,45625.66571111111,45625.66571111111
11/2024,2539 Other Medical Practitioners,85,2,45616.49134123843,45609.75237994213
11/2024,2539 Other Medical Practitioners,55,1,45620.47906770834,45620.47906770834
11/2024,2539 Other Medical Practitioners,60,2,45619.7895221412,45594.717645833334
11/2024,2539 Other Medical Practitioners,50,1,45418.67404100695,45418.67404100695
11/2024,3411 Electricians,65,11,45615.93034517361,45541.77373059028
11/2024,3411 Electricians,75,2,45624.72760922454,45619.310217280094
11/2024,3411 Electricians,70,2,45625.055613460645,45624.06415744213
11/2024,3411 Electricians,55,1,45573.97155466435,45573.97155466435
11/2024,3411 Electricians,60,2,45616.96597962963,45564.901673148146
11/2024,3411 Electricians,50,1,45556.74640775463,45556.74640775463
11/2024,2525 Physiotherapists,65,37,45625.05750335648,45212.53081519676
11/2024,2525 Physiotherapists,75,8,45626.68999753472,45342.707469560184
11/2024,2525 Physiotherapists,70,31,45626.75177971065,45357.538081018516
11/2024,2525 Physiotherapists,80,7,45625.89339054398,45551.93618521991
11/2024,2525 Physiotherapists,85,2,45625.76263938657,45274.23086597222
11/2024,2525 Physiotherapists,55,2,45615.60534059028,45555.68020775463
11/2024,2525 Physiotherapists,60,6,45604.54700355324,45540.422414155095
11/2024,2512 Medical Imaging Professionals,65,5,45602.68214012732,45338.67931501157
11/2024,2512 Medical Imaging Professionals,75,1,45603.84857804398,45603.84857804398
11/2024,2512 Medical Imaging Professionals,70,6,45606.13847395833,45405.94942913194
11/2024,2512 Medical Imaging Professionals,80,1,45626.428351041664,45626.428351041664
11/2024,2512 Medical Imaging Professionals,85,1,45612.08180818287,45612.08180818287
11/2024,"4523 Sports Coaches, Instructors and Officials",65,2,45575.27171068287,45182.435997106484
11/2024,"4523 Sports Coaches, Instructors and Officials",70,2,45581.493528935185,45565.733283761576
11/2024,2527 Speech Professionals and Audiologists,65,12,45616.0428540162,45374.8999846875
11/2024,2527 Speech Professionals and Audiologists,75,2,45626.396089201386,45616.81935413195
11/2024,2527 Speech Professionals and Audiologists,70,16,45623.665666354165,45489.65685737268
11/2024,2527 Speech Professionals and Audiologists,60,2,45583.649645717596,45581.85175552083
11/2024,2524 Occupational Therapists,65,13,45623.797840706015,45432.78144490741
11/2024,2524 Occupational Therapists,75,2,45617.78800721065,45589.62717600694
11/2024,2524 Occupational Therapists,70,22,45621.08510740741,45281.85201084491
11/2024,2524 Occupational Therapists,95,1,45613.81986076389,45613.81986076389
11/2024,2524 Occupational Therapists,85,2,45623.544346608796,45604.67029383102
11/2024,2524 Occupational Therapists,60,2,45588.6088596412,45322.12821203704
11/2024,3421 Airconditioning and Refrigeration Mechanics,65,4,45624.78809872685,45486.23564074074
11/2024,3421 Airconditioning and Refrigeration Mechanics,75,2,45528.66608429398,45418.51740763889
11/2024,3421 Airconditioning and Refrigeration Mechanics,80,1,45551.31320859954,45551.31320859954
11/2024,2346 Medical Laboratory Scientists,65,12,45603.95230841435,45357.91864082176
11/2024,2346 Medical Laboratory Scientists,75,4,45622.74140100695,45518.82403521991
11/2024,2346 Medical Laboratory Scientists,70,32,45616.818689120366,45358.48717291666
11/2024,2346 Medical Laboratory Scientists,80,2,45606.55657207176,45603.827509375
11/2024,2346 Medical Laboratory Scientists,60,1,45597.90820158565,45597.90820158565
11/2024,2415 Special Education Teachers,70,2,45614.97965616898,45561.19418850695
11/2024,2723 Psychologists,65,1,45485.4659965625,45485.4659965625
11/2024,2723 Psychologists,75,4,45624.58742511574,45294.63940486111
